Load Number,CARRIER,CONTAINER ID,DESTINATION CITY,DESTINATION STATE,DD DATE,DD TIME,BILL DATE,BILL TIME,ZDLT LATE CODE,ON TIME? (Y/N),SPLIT? (Y/N),FRESH PRIORITY STO? (Y/N),NOTES/COMMENTS
4303684446,HEYL,19066,DES MOINES,IA,2024-11-08 00:00:00,04:00:00,2024-11-07 00:00:00,13:22:00,,,,,
4303684701,JOFD,8149,DES MOINES,IA,2024-11-08 00:00:00,06:00:00,2024-11-08 00:00:00,06:53:00,201,,,,Waiting on product
4303684470,MOEE,3035,DES MOINES,IA,2024-11-08 00:00:00,10:00:00,2024-11-08 00:00:00,07:21:00,,,,,Waiting on product
4303714849,PRIJ,253076,BURGAW,NC,2024-11-08 00:00:00,12:00:00,2024-11-07 00:00:00,06:50:00,,,,,
4303717196,HLBO,579610,Olathe,KS,2024-11-08 00:00:00,12:00:00,2024-11-07 00:00:00,14:25:00,,,,,
4303696162,RDXO,,HUTCHINSON,KS,2024-11-08 00:00:00,13:00:00,,,,,,,
4303704918,MOEE,,DES MOINES,IA,2024-11-08 00:00:00,14:00:00,,,,,,,Waiting on product
4303710990,PRIJ,202087,CHICAGO,IL,2024-11-08 00:00:00,14:00:00,2024-11-07 00:00:00,14:13:00,,,,,
4303713824,HIRP,7482,North East,MD,2024-11-08 00:00:00,19:00:00,2024-11-07 00:00:00,08:18:15,,,,,
4303705533,PRIJ,prime 230127,HIDALGO,TX,2024-11-08 00:00:00,21:30:00,2024-11-06 00:00:00,12:34:00,,,,,
4303706911,HIRS,40430,DAVENPORT,IA,2024-11-08 00:00:00,23:30:00,2024-11-07 00:00:00,10:37:00,,,,,
4303707827,HIRS,30582,SAN DIEGO,CA,2024-11-09 00:00:00,04:30:00,2024-11-07 00:00:00,12:37:00,,,,,
4303716698,KBTO,11884,Olathe,KS,2024-11-09 00:00:00,05:00:00,2024-11-08 00:00:00,00:02:00,,,,,
4303713685,HIRP,6919,Greenfield,IN,2024-11-09 00:00:00,06:00:00,2024-11-07 00:00:00,10:50:00,,,,,
4303705537,STVV,17569,LAREDO,TX,2024-11-09 00:00:00,09:30:00,2024-11-06 00:00:00,12:48:00,,,,,
4303705534,PRIJ,215924,LAREDO,TX,2024-11-09 00:00:00,10:30:00,2024-11-07 00:00:00,11:08:00,,,,,
4303705535,PRIJ,247060,LAREDO,TX,2024-11-09 00:00:00,10:30:00,2024-11-07 00:00:00,12:53:00,,,,,
4303717737,PRIJ,215336,RUSSELLVILLE,AR,2024-11-09 00:00:00,21:30:00,2024-11-07 00:00:00,08:39:00,,,,,
4303712410,PRIJ,215959,Cudahy,WI,2024-11-10 00:00:00,08:30:00,2024-11-07 00:00:00,10:52:00,,,,,
4303709508,HIRS,40171,ABBOTSFORD,WI,2024-11-10 00:00:00,12:00:00,2024-11-06 00:00:00,14:38:00,,,,,
4303712083,HIRS,30650,Cudahy,WI,2024-11-10 00:00:00,20:30:00,2024-11-07 00:00:00,08:59:00,,,,,
4303711123,HIRP,20040,Saint Charles,IL,2024-11-10 00:00:00,23:30:00,2024-11-07 00:00:00,08:19:00,,,,,
5000263435,JOFD,8150,Des Moines,IA,2024-11-15 00:00:00,12:38:00,2024-11-15 00:00:00,12:38:00,,,,,
5000263439,BITD,16T16,Des Moines,IA,2024-11-15 00:00:00,15:26:00,2024-11-15 00:00:00,15:26:00,,,,,
4303723454,MOEE,3013,Monmouth,IL,2024-11-15 00:00:00,21:30:00,2024-11-15 00:00:00,21:06:00,,,,,
4303707239,CPU,,HOUSTON,TX,2024-11-16 00:00:00,11:11:00,,,,,,,Needs Trailer
4303727270,PTGB,1170,Olathe,KS,2024-11-16 00:00:00,12:00:00,2024-11-16 00:00:00,10:10:00,,,,,
4303715819,PRIJ,243284,Cudahy,WI,2024-11-17 00:00:00,08:30:00,2024-11-15 00:00:00,11:23:00,,,,,
4303720538,HLBO,579513,Junction City,KS,2024-11-17 00:00:00,17:30:00,2024-11-15 00:00:00,07:22:00,,,,,
4303706547,PRIJ,190048,ALSIP,IL,2024-11-18 00:00:00,01:30:00,,,,,,,Needs Trailer / Split w/ Crete
4303725707,SHGR,,ORANGE CITY,IA,2024-11-18 00:00:00,01:30:00,,,,,,,Waiting on product
4303727119,HIRP,20170,Greenfield,IN,2024-11-18 00:00:00,03:00:00,2024-11-16 00:00:00,11:27:00,,,,,
4303715820,AKHT,S 5324602,Cudahy,WI,2024-11-18 00:00:00,08:30:00,2024-11-16 00:00:00,19:36:00,,,,,
4303727116,CPHL,,SAN ANTONIO,TX,2024-11-18 00:00:00,09:30:00,,,,,,,
4303684660,JOFD,8312,DES MOINES,IA,2024-11-18 00:00:00,10:00:00,2024-11-15 00:00:00,14:30:00,,,,,
4303716410,HIRP,7521,ABBOTSFORD,WI,2024-11-19 00:00:00,10:00:00,2024-11-16 00:00:00,10:54:00,,,,,
4303704739,SHGR,55323,Peru,IN,2024-11-09 00:00:00,17:30:00,2024-11-09 00:00:00,14:10:00,,Y,N,N,
4303705110,AKHT,S5322280,Peru,IN,2024-11-10 00:00:00,14:30:00,2024-11-08 00:00:00,07:54:00,,Y,N,N,
4303711670,AKHT,53555R,Lincoln,NE,2024-11-10 00:00:00,16:30:00,2024-11-07 00:00:00,19:03:00,,Y,N,N,
4303711812,HIRS,H00154,Kansas City,MO,2024-11-10 00:00:00,20:00:00,2024-11-09 00:00:00,20:26:00,,Y,N,N,
4303715307,CRED,28917,BURGAW,NC,2024-11-11 00:00:00,04:00:00,2024-11-09 00:00:00,21:33:00,,Y,N,N,
4303711341,ENGD,26243,Arnold,PA,2024-11-11 00:00:00,04:30:00,2024-11-09 00:00:00,09:54:00,,Y,N,N,
4303691287,PRIJ,220346,OKLAHOMA CITY,OK,2024-11-11 00:00:00,05:00:00,2024-11-10 00:00:00,01:26:00,,Y,N,N,
4303704220,PRLG,191058,LITHIA SPRINGS,GA,2024-11-11 00:00:00,08:30:00,2024-11-09 00:00:00,23:46:00,,Y,N,N,                                                                                                                                                                                                                                 
4303696878,CPU,6227,MURPHY,TX,2024-11-11 00:00:00,10:11:00,2024-11-10 00:00:00,05:53:00,,Y,N,N,
4303712595,CPU,H00209,MONTGOMERY,AL,2024-11-11 00:00:00,10:11:00,2024-11-08 00:00:00,15:38:00,,Y,N,N,
4303721207,DMCC,FMZ19556,Greenfield,IN,2024-11-11 00:00:00,10:30:00,2024-11-09 00:00:00,13:30:00,,Y,N,N,
4303721236,AKHT,5322116,Olathe,KS,2024-11-11 00:00:00,14:00:00,2024-11-09 00:00:00,20:10:00,,Y,N,N,
4303704937,AKHT,S5324609,Peru,IN,2024-11-11 00:00:00,14:30:00,2024-11-09 00:00:00,10:30:00,,Y,N,N,
4303713126,STVV,18373,Springfield,MA,2024-11-11 00:00:00,15:00:00,2024-11-10 00:00:00,06:31:57,,Y,N,N,
4303711630,AKHT,S5323421,Lincoln,NE,2024-11-11 00:00:00,16:00:00,2024-11-09 00:00:00,13:31:00,,Y,N,N,
4303711453,PRIJ,201102,Springfield,MA,2024-11-11 00:00:00,17:00:00,2024-11-10 00:00:00,06:49:00,,Y,N,N,
4303711685,PRIJ,210146,Kansas City,MO,2024-11-11 00:00:00,20:00:00,2024-11-09 00:00:00,22:38:00,,Y,N,N,
4303719886,CRED,25917,Wilson,NC,2024-11-12 00:00:00,02:30:00,2024-11-10 00:00:00,05:21:00,,Y,N,N,
4303720184,CRED,25456,Wilson,NC,2024-11-12 00:00:00,02:30:00,2024-11-10 00:00:00,05:42:00,,Y,N,N,
4303714583,HIRS,T91388,Saint Charles,IL,2024-11-12 00:00:00,16:30:00,2024-11-10 00:00:00,05:17:00,,Y,N,N,
4303718196,HIRS,H20460,Smithfield,VA,2024-11-12 00:00:00,17:30:00,2024-11-09 00:00:00,09:54:00,,Y,N,N,
4303714997,CRED,25449,BURGAW,NC,2024-11-14 00:00:00,04:00:00,2024-11-10 00:00:00,06:09:00,,Y,N,N,
4303702550,RDXO,R531311,Junction City,KS,2024-11-05 00:00:00,07:00:00,2024-11-04 00:00:00,22:08:00,,,,,
4303709953,RDXO,531431,Olathe,KS,2024-11-06 00:00:00,06:00:00,2024-11-05 00:00:00,22:08:00,,,,,
4303715415,CPU,1923  BR EXP.    TXT,SYRACUSE,NY,2024-11-06 00:00:00,11:11:00,2024-11-06 00:00:00,19:03:00,999,,,,
4303682369,HIRS,H00563 11/7 0555,ABINGDON,VA,2024-11-06 00:00:00,17:30:00,2024-11-06 00:00:00,07:38:00,,,,,
4303712482,PBTI,1013,Greenfield,IN,2024-11-06 00:00:00,17:30:00,2024-11-06 00:00:00,08:11:00,,,,,
4303701829,RDXO,R531768,Lincoln,NE,2024-11-07 00:00:00,00:00:00,2024-11-06 00:00:00,14:33:00,,,,,
4303701901,BTIK,1757,Lincoln,NE,2024-11-07 00:00:00,00:00:00,2024-11-06 00:00:00,11:13:00,,,,,
4303713598,VNWK,1878,Smithfield,VA,2024-11-07 00:00:00,02:00:00,2024-11-06 00:00:00,20:39:00,,,,,
4303691992,HEYL,24130 11/7 0545,Sioux City,IA,2024-11-07 00:00:00,03:30:00,2024-11-06 00:00:00,23:39:00,,,,,
4303708912,LSNC,971   11-7/0730,Orange City,IA,2024-11-07 00:00:00,03:30:00,2024-11-07 00:00:00,03:29:00,,,,,
4303703614,BTIK,1727,Saint James,MN,2024-11-07 00:00:00,04:30:00,2024-11-06 00:00:00,18:49:00,,,,,
4303691949,JOFD,8455   11-7/0700,Sioux City,IA,2024-11-07 00:00:00,05:30:00,2024-11-06 00:00:00,18:18:00,,,,,
4303702479,JOFD,8212   11-7/0645,Omaha,NE,2024-11-07 00:00:00,06:00:00,2024-11-06 00:00:00,20:25:00,,,,,
4303712704,WWIK,5135,Olathe,KS,2024-11-07 00:00:00,06:00:00,2024-11-06 00:00:00,21:00:00,,,,,
4303673336,PRIJ,190213 11/7 0557,MONTGOMERY,IL,2024-11-07 00:00:00,06:30:00,2024-11-06 00:00:00,19:16:00,,,,,
4303700593,JOFD,7905 11/7 0540,Mason City,IA,2024-11-07 00:00:00,06:30:00,2024-11-06 00:00:00,21:57:00,,,,,
4303705327,HIRS,H20397,SAN ANTONIO,TX,2024-11-07 00:00:00,06:30:00,2024-11-06 00:00:00,10:30:00,,,,,
4303702552,RDXO,R531201,Junction City,KS,2024-11-07 00:00:00,07:00:00,2024-11-06 00:00:00,23:38:00,,,,,
4303706640,KNJT,80088,Saint Charles,IL,2024-11-07 00:00:00,07:00:00,2024-11-06 00:00:00,22:10:00,,,,,
4303699268,HIRS,H20227,HOUSTON,TX,2024-11-07 00:00:00,07:30:00,2024-11-06 00:00:00,17:41:00,,,,,
4303697854,JOFD,8371,Wichita,KS,2024-11-07 00:00:00,09:00:00,2024-11-07 00:00:00,01:33:00,,,,,
4303708055,PRIJ,220416 11/7 0630,FOREST PARK,IL,2024-11-07 00:00:00,09:30:00,2024-11-07 00:00:00,01:34:00,,,,,
4303702398,DKCR,9396,Cudahy,WI,2024-11-07 00:00:00,10:00:00,2024-11-07 00:00:00,02:57:00,,,,,
4303711176,BTIK,1795,CHICAGO,IL,2024-11-07 00:00:00,16:00:00,2024-11-06 00:00:00,18:25:00,,,,,
4303707707,SFHM,346 POLAR,Cudahy,WI,2024-11-07 00:00:00,17:00:00,2024-11-07 00:00:00,02:58:00,,,,,
4303712022,HIRP,H40108,DUBUQUE,IA,2024-11-07 00:00:00,17:00:00,2024-11-06 00:00:00,20:39:00,,,,,
4303699456,SFHM,1099 STANS,ABBOTSFORD,WI,2024-11-07 00:00:00,17:30:00,2024-11-07 00:00:00,02:57:00,,,,,
4303711581,HIRS,30213,Smithfield,VA,2024-11-08 00:00:00,02:00:00,2024-11-06 00:00:00,19:38:00,,,,,
4303711435,HIRS,50040,Smithfield,VA,2024-11-08 00:00:00,03:00:00,2024-11-06 00:00:00,20:44:00,,,,,
4303700300,JOFD,7596,Sioux Center,IA,2024-11-08 00:00:00,04:30:00,2024-11-07 00:00:00,01:29:00,,,,,
4303700301,JOFD,7672,Sioux Center,IA,2024-11-08 00:00:00,05:00:00,2024-11-07 00:00:00,04:21:00,,,,,
4303715914,NTWD,5593,Greenfield,IN,2024-11-08 00:00:00,08:30:00,2024-11-07 00:00:00,02:15:00,,,,,
4303707791,SFHM,343 POLAR EXP,Tar Heel,NC,2024-11-08 00:00:00,17:30:00,2024-11-07 00:00:00,02:29:00,,,,,
4303707912,JOFD,8282,Tar Heel,NC,2024-11-08 00:00:00,19:30:00,2024-11-06 00:00:00,21:58:00,,,,,
4303643986,SHKE,80278,TRENTON,MO,2024-11-12 00:00:00,03:30:00,2024-11-11 00:00:00,20:56:00,,Y,N,,
4303684448,SHKE,8901,DES MOINES,IA,2024-11-12 00:00:00,11:30:00,2024-11-11 00:00:00,14:40:00,,Y,N,,
4303684483,PTGB,,DES MOINES,IA,2024-11-13 00:00:00,00:30:00,,00:00:00,,Y,N,,STORAGE
4303684524,HIRP,30094,DES MOINES,IA,2024-11-13 00:00:00,11:30:00,2024-11-11 00:00:00,19:11:00,,Y,N,,
4303684613,SHKE,,DES MOINES,IA,2024-11-12 00:00:00,10:30:00,,00:00:00,,Y,N,,STORAGE
4303684616,SHKE,8828,DES MOINES,IA,2024-11-12 00:00:00,00:30:00,2024-11-11 00:00:00,22:38:00,,Y,N,,
4303684800,RDXO,531667,DES MOINES,IA,2024-11-13 00:00:00,10:30:00,2024-11-11 00:00:00,15:50:00,,Y,N,,
4303701312,RDXO,531366,PLEASANT PRAIRIE,WI,2024-11-11 00:00:00,20:30:00,2024-11-12 00:00:00,00:01:00,999,N,N,,
4303711125,HIRP,,Cudahy,WI,2024-11-12 00:00:00,17:30:00,,00:00:00,,Y,N,,STORAGE
4303712085,AKHT,427309,Cudahy,WI,2024-11-12 00:00:00,14:00:00,2024-11-12 00:00:00,00:14:00,,Y,N,,
4303712134,PRIJ,200804,Peru,IN,2024-11-13 00:00:00,06:30:00,2024-11-11 00:00:00,16:47:00,,Y,N,,
4303712341,HIRS,20647,Cudahy,WI,2024-11-13 00:00:00,12:00:00,2024-11-12 00:00:00,02:58:00,,Y,N,,
4303712354,HIRP,30623,Cudahy,WI,2024-11-12 00:00:00,21:00:00,2024-11-12 00:00:00,02:07:00,,Y,N,,
4303712465,HIRP,,Cudahy,WI,2024-11-13 00:00:00,17:30:00,,00:00:00,,Y,N,,STORAGE
4303712501,HIRP,20602,Cudahy,WI,2024-11-12 00:00:00,17:30:00,2024-11-11 00:00:00,13:25:00,,Y,N,,
4303714082,RDXO,531487,SALEM,OH,2024-11-11 00:00:00,17:30:00,2024-11-11 00:00:00,20:50:00,999,N,N,,
4303716324,SHKE,80423,DES MOINES,IA,2024-11-12 00:00:00,16:30:00,2024-11-11 00:00:00,14:26:00,,Y,N,,
4303720556,CPU,,SYRACUSE,NY,2024-11-11 00:00:00,11:11:00,,00:00:00,,Y,N,,STORAGE
4303722516,CPU,,HOUSTON,TX,2024-11-13 00:00:00,11:11:00,,00:00:00,,Y,N,,STORAGE
5000262993,SHKE,DM#1/80165,Des Moines,IA,2024-11-11 00:00:00,10:43:00,2024-11-11 00:00:00,10:43:00,,Y,N,,
5000262994,SHKE,C#1/8799,Chillicothe,MO,2024-11-11 00:00:00,11:08:00,2024-11-11 00:00:00,11:08:00,,Y,N,,
5000262998,SHKE,C#3/80333,Chillicothe,MO,2024-11-11 00:00:00,16:07:19,2024-11-11 00:00:00,16:07:19,,Y,N,,
5000263022,SHKE,C#2/80325,Chillicothe,MO,2024-11-11 00:00:00,12:49:00,2024-11-11 00:00:00,12:49:00,,Y,N,,
5000263025,SHKE,DM#2/80186,Des Moines,IA,2024-11-11 00:00:00,16:30:06,2024-11-11 00:00:00,16:30:06,,Y,N,,
5000263042,SHKE,C#4/80172,Chillicothe,MO,2024-11-11 00:00:00,17:19:48,2024-11-11 00:00:00,17:19:48,,Y,N,,
5000263045,SHKE,CR1/8999,Des Moines,IA,2024-11-12 00:00:00,02:22:34,2024-11-12 00:00:00,02:22:34,,Y,N,,
5000263046,PTGB,CR2/1127,Des Moines,IA,2024-11-12 00:00:00,02:24:59,2024-11-12 00:00:00,02:24:59,,Y,N,,
4303715145,TSL,CGMU 6991722,EDGERTON,KS,,,2024-11-11 00:00:00,13:55:00,,,,,
4303715298,TSL,TXGU 9003190,EDGERTON,KS,,,2024-11-11 00:00:00,16:12:00,,,,,
4303715146,TSL,FSCU 5813234,EDGERTON,KS,,,2024-11-11 00:00:00,18:50:00,,,,,
4303723146,CPU/MBM,GESU 6096658,MIAMI,FL,,,2024-11-11 00:00:00,15:35:00,,,,,
5000262847,AKHT,437537,Greenfield,IN,2024-11-08 00:00:00,13:03:23,2024-11-08 00:00:00,13:03:23,,Y,N,Y,
5000262926,AKHT,5321036,Olathe,KS,2024-11-08 00:00:00,23:47:43,2024-11-08 00:00:00,23:47:43,,Y,N,Y,
4303705716,AKHT,5323428,Tar Heel,NC,2024-11-09 00:00:00,07:30:00,2024-11-08 00:00:00,11:13:00,,Y,N,Y,
5000262959,AKHT,53414R,Olathe,KS,2024-11-09 00:00:00,19:55:46,2024-11-09 00:00:00,19:55:46,,Y,N,Y,
4303711140,AKHT,5322136,Junction City,KS,2024-11-10 00:00:00,20:00:00,2024-11-08 00:00:00,20:16:00,,Y,N,N,
4303711455,AKHT,5321050,Junction City,KS,2024-11-10 00:00:00,20:00:00,2024-11-08 00:00:00,14:37:00,,Y,N,N,
4303713311,AKHT,5324615,Wichita,KS,2024-11-12 00:00:00,00:00:00,2024-11-09 00:00:00,08:05:00,,Y,N,N,
4303713514,AKHT,53474,Wichita,KS,2024-11-13 00:00:00,00:00:00,2024-11-09 00:00:00,08:52:00,,Y,N,N,
4303715399,AKHT,53486,Tar Heel,NC,2024-11-12 00:00:00,03:30:00,2024-11-09 00:00:00,23:22:00,,Y,N,Y,
5000262928,BTDQ,501,Lincoln,NE,2024-11-09 00:00:00,01:41:06,2024-11-09 00:00:00,01:41:06,,Y,N,N,
4303715377,BTDQ,248,LINCOLN,NE,2024-11-09 00:00:00,07:00:00,2024-11-08 00:00:00,14:27:00,,Y,N,N,
4303711142,BTDQ,410,Junction City,KS,2024-11-11 00:00:00,02:00:00,2024-11-07 00:00:00,22:57:00,,Y,N,N,
4303715376,BTDQ,246,LINCOLN,NE,2024-11-11 00:00:00,09:00:00,2024-11-08 00:00:00,21:20:00,,Y,N,N,
5000262849,FRFT,722,Olathe,KS,2024-11-08 00:00:00,17:05:39,2024-11-08 00:00:00,17:05:39,,Y,N,Y,
5000262921,FRFT,1118,Olathe,KS,2024-11-08 00:00:00,19:13:17,2024-11-08 00:00:00,19:13:17,,Y,N,Y,
5000263002,FRFT,1518,Olathe,KS,2024-11-09 00:00:00,23:42:00,2024-11-09 00:00:00,23:42:00,,Y,N,Y,
4303716213,HIRP,91421,DAVENPORT,IA,2024-11-11 00:00:00,00:00:00,2024-11-08 00:00:00,12:11:00,,Y,N,N,
4303705099,HIRP,91740,Cudahy,WI,2024-11-11 00:00:00,09:00:00,2024-11-07 00:00:00,20:50:00,,Y,N,N,
4303715397,HIRS,20703,Tar Heel,NC,2024-11-11 00:00:00,05:30:00,2024-11-09 00:00:00,09:27:00,,Y,N,Y,
4303704683,HLBO,579496,Sioux Center,IA,2024-11-13 00:00:00,03:30:00,2024-11-09 00:00:00,19:56:00,,Y,N,N,
5000263000,JOFD,7876,Greenfield,IN,2024-11-09 00:00:00,19:56:53,2024-11-09 00:00:00,19:56:53,,Y,N,Y,
5000262920,JOFD,8367,Greenfield,IN,2024-11-08 00:00:00,18:55:34,2024-11-08 00:00:00,18:55:34,,Y,N,Y,
5000262953,JOFD,7782,Greenfield,IN,2024-11-09 00:00:00,10:29:18,2024-11-09 00:00:00,10:29:18,,Y,N,Y,
4303711707,JOFD,7490,Lincoln,NE,2024-11-12 00:00:00,04:30:00,2024-11-09 00:00:00,08:06:00,,Y,N,N,
4303701698,MOEE,370,Lincoln,NE,2024-11-09 00:00:00,04:30:00,2024-11-07 00:00:00,23:13:00,,Y,N,N,
4303711559,MOEE,3029,Omaha,NE,2024-11-11 00:00:00,02:30:00,2024-11-08 00:00:00,22:51:00,,Y,N,N,
4303705098,PRIJ,253061,Cudahy,WI,2024-11-10 00:00:00,06:00:00,2024-11-08 00:00:00,04:43:00,,Y,N,N,
4303718449,PRIJ,215031,FARR WEST,UT,2024-11-10 00:00:00,08:30:00,2024-11-09 00:00:00,08:04:00,,Y,N,N,
4303706939,PRIJ,190700,SIOUX CITY,IA,2024-11-11 00:00:00,03:30:00,2024-11-09 00:00:00,01:23:00,,Y,N,N,
4303706548,PRIJ,200656,ALSIP,IL,2024-11-11 00:00:00,01:30:00,,00:00:00,,Y,N,N,
5000262929,PTGB,1173,Olathe,KS,2024-11-09 00:00:00,03:07:32,2024-11-09 00:00:00,03:07:32,,Y,N,Y,
4303690216,PTGB,1198,KANSAS CITY,MO,2024-11-11 00:00:00,01:30:00,2024-11-08 00:00:00,21:19:00,,Y,N,N,
4303714805,PTGB,1169,Omaha,NE,2024-11-12 00:00:00,10:30:00,2024-11-09 00:00:00,08:04:00,,Y,N,N,
4303717948,RDXO,531909,Sioux City,IA,2024-11-12 00:00:00,01:30:00,2024-11-08 00:00:00,23:23:00,,Y,N,N,
4303722093,CPU,,ATLANTA,GA,2024-11-11 00:00:00,11:11:00,,,,,,,No trailer
5000262995,HEYL,20089,Des Moines,IA,2024-11-11 00:00:00,12:27:35,2024-11-11 00:00:00,12:27:35,,,,,
5000263040,BITD,16T12,Des Moines,IA,2024-11-11 00:00:00,16:19:51,2024-11-11 00:00:00,16:19:51,,,,,
4303717656,HLBO,579440,Olathe,KS,2024-11-11 00:00:00,17:00:00,2024-11-11 00:00:00,14:00:00,,,,,
4303709086,HIRP,564,Wichita,KS,2024-11-11 00:00:00,21:00:00,2024-11-11 00:00:00,22:03:00,201,,,,Waiting on product
4303719295,MOEE,3028,DAVENPORT,IA,2024-11-11 00:00:00,23:30:00,2024-11-11 00:00:00,09:17:23,,,,,
4303719044,HIRP,H 40160,Greenfield,IN,2024-11-12 00:00:00,00:00:00,2024-11-12 00:00:00,01:38:00,201,,,,Waiting on product
4303713910,WSEE,,OLYMPIA,WA,2024-11-12 00:00:00,01:30:00,,,,,,,No trailer
4303714738,JOFD,8129,ORANGE CITY,IA,2024-11-12 00:00:00,01:30:00,2024-11-11 00:00:00,22:10:00,,,,,
4303654594,HIRS,30375,BATON ROUGE,LA,2024-11-12 00:00:00,03:00:00,2024-11-11 00:00:00,19:34:00,,,,,
4303719851,PRIJ,,LAYTON,UT,2024-11-12 00:00:00,07:00:00,,,,,,,No trailer
4303684752,JOFD,8016,DES MOINES,IA,2024-11-12 00:00:00,09:00:00,2024-11-11 00:00:00,13:14:00,,,,,
4303719306,HIRP,6341,Olathe,KS,2024-11-12 00:00:00,17:00:00,2024-11-12 00:00:00,01:09:00,,,,,
4303721752,HIRP,30027,Olathe,KS,2024-11-12 00:00:00,17:30:00,2024-11-12 00:00:00,01:15:00,,,,,
4303684607,JOFD,8292,DES MOINES,IA,2024-11-13 00:00:00,02:00:00,2024-11-11 00:00:00,13:54:00,,,,,
4303684753,JOFD,8423,DES MOINES,IA,2024-11-13 00:00:00,03:00:00,2024-11-11 00:00:00,14:45:00,,,,,
4303715884,HIRS,,Tar Heel,NC,2024-11-13 00:00:00,05:00:00,,00:00:00,,,,,
4303721230,HIRS,7452,MIRA LOMA,CA,2024-11-15 00:00:00,15:00:00,2024-11-11 00:00:00,23:10:00,,,,,
4303667395,HEYL,20123,CALGARY,AB,2024-11-11 00:00:00,04:30:00,2024-11-08 00:00:00,21:38:00,,Y,N,,
4303670168,SARI,15374,BRAMPTON,ON,2024-11-09 00:00:00,17:00:00,2024-11-08 00:00:00,23:33:00,,Y,N,,
4303680048,ENGC,26518,LAREDO,TX,2024-11-09 00:00:00,10:30:00,2024-11-09 00:00:00,03:39:00,,Y,N,,
4303684613,SHKE,,DES MOINES,IA,2024-11-12 00:00:00,10:30:00,,00:00:00,,Y,N,,STORAGE
4303684651,PTGB,1124,DES MOINES,IA,2024-11-11 00:00:00,00:30:00,2024-11-09 00:00:00,06:40:00,,Y,N,,
4303684704,SHKE,,DES MOINES,IA,2024-11-11 00:00:00,12:30:00,,00:00:00,,Y,N,,STORAGE
4303691286,PRIJ,220564,OKLAHOMA CITY,OK,2024-11-10 00:00:00,18:30:00,2024-11-09 00:00:00,00:40:00,,Y,N,,
4303704514,RDXO,531679,Sioux City,IA,2024-11-10 00:00:00,21:30:00,2024-11-09 00:00:00,04:37:00,,Y,N,,
4303704561,RDXO,531460,Sioux City,IA,2024-11-10 00:00:00,23:30:00,2024-11-09 00:00:00,06:59:00,,Y,N,,
4303704780,PTGB,1170,DES MOINES,IA,2024-11-11 00:00:00,08:30:00,2024-11-07 00:00:00,16:05:00,,Y,N,,
4303709321,SHAF,841214,WEST CHICAGO,IL,2024-11-10 00:00:00,17:30:00,2024-11-09 00:00:00,02:55:00,,Y,N,,
4303711563,HIRP,91678,Cudahy,WI,2024-11-10 00:00:00,17:00:00,2024-11-08 00:00:00,15:28:00,,Y,N,,
4303711772,STVV,17309,TOLLESON,AZ,2024-11-08 00:00:00,16:30:00,2024-11-08 00:00:00,21:31:00,999,N,N,,
4303711916,SHKE,,DES MOINES,IA,2024-11-11 00:00:00,12:30:00,,00:00:00,,Y,N,,STORAGE
4303711961,SHKE,8898,DES MOINES,IA,2024-11-08 00:00:00,08:30:00,2024-11-08 00:00:00,23:15:00,999,N,N,,
4303712084,HIRP,20362,Cudahy,WI,2024-11-10 00:00:00,10:00:00,2024-11-07 00:00:00,11:01:00,,Y,N,,
4303712299,AKHT,53313,Cudahy,WI,2024-11-10 00:00:00,10:00:00,2024-11-08 00:00:00,01:34:00,,Y,N,,
4303712317,KBTO,13377,FRONTENAC,KS,2024-11-11 00:00:00,01:30:00,2024-11-09 00:00:00,04:45:00,,Y,N,,
4303712456,HIRP,20536,Cudahy,WI,2024-11-10 00:00:00,08:00:00,2024-11-08 00:00:00,02:43:00,,Y,N,,
4303712457,HIRP,91538,Cudahy,WI,2024-11-10 00:00:00,08:00:00,2024-11-08 00:00:00,23:58:00,,Y,N,,
4303712500,HIRP,40082,Cudahy,WI,2024-11-10 00:00:00,12:00:00,2024-11-08 00:00:00,18:50:00,,Y,N,,
4303713398,SARI,15341,VAUGHAN,ON,2024-11-09 00:00:00,01:00:00,2024-11-09 00:00:00,01:56:00,999,N,N,,
4303714018,PRIJ,241697,DUBUQUE,IA,2024-11-09 00:00:00,23:30:00,2024-11-08 00:00:00,16:47:00,,Y,N,,
4303714778,HIRS,95248,BURGAW,NC,2024-11-09 00:00:00,15:00:00,2024-11-08 00:00:00,18:22:00,,Y,N,,
4303714954,HIRS,30903,Omaha,NE,2024-11-11 00:00:00,05:30:00,2024-11-09 00:00:00,07:05:00,,Y,N,,
4303716747,PKLS,834,REGINA,SK,2024-11-09 00:00:00,00:00:00,2024-11-08 00:00:00,20:02:00,,Y,N,,
4303717955,HIRP,95330,Cudahy,WI,2024-11-10 00:00:00,17:30:00,2024-11-09 00:00:00,01:49:00,,Y,N,,
4303719354,GTDQ,5337,PHARR,TX,2024-11-08 00:00:00,17:30:00,2024-11-08 00:00:00,21:49:00,999,N,N,,
4303720131,CPU,,SYRACUSE,NY,2024-11-11 00:00:00,11:11:00,,00:00:00,,Y,N,,STORAGE
4303720135,CPU,,DALLAS,TX,2024-11-11 00:00:00,11:11:00,,00:00:00,,Y,N,,STORAGE
4303720823,RDXO,531433,SIOUX CITY,IA,2024-11-10 00:00:00,17:30:00,2024-11-09 00:00:00,07:11:00,,Y,N,,
